epoch,type,name,avg,pct5,pct10,pct50,pct90,pct95,pct99,pct100
5,joint,RHip,27.045107,8.425799,11.262053,25.808855,44.605955,49.041674,58.212680,78.989046
5,joint,RKnee,64.662558,33.293960,40.531682,62.600109,88.712642,99.446057,135.888444,235.206461
5,joint,RFoot,110.923526,56.131330,66.215327,110.948317,151.218184,167.175798,205.351066,309.334600
5,joint,LHip,27.042238,8.417688,11.258092,25.809051,44.606001,49.040029,58.209899,78.992879
5,joint,LKnee,37.372177,10.669011,14.293499,33.238759,65.935965,86.157269,123.410146,210.541040
5,joint,LFoot,75.809606,27.245208,39.734466,70.588036,120.472139,142.812215,191.628006,453.166348
5,joint,Spine,48.976009,27.963725,31.953891,46.860152,69.159469,77.013830,92.244010,112.476717
5,joint,Thorax,50.922878,13.233818,18.008173,41.618631,99.215993,119.159557,137.277369,172.224396
5,joint,Neck/Nose,66.998921,23.687311,28.323707,56.367481,125.865117,144.866793,176.151009,196.407507
5,joint,Head,91.006796,39.537215,44.581983,72.410107,175.047848,205.316653,238.345081,268.347068
5,joint,LShoulder,75.181834,39.662161,46.392677,73.658498,106.048487,118.139108,136.718755,244.116905
5,joint,LElbow,117.910065,40.711987,48.122205,97.786870,224.970559,262.755521,298.707377,434.066063
5,joint,LWrist,200.370538,84.138226,97.789339,173.316100,349.361738,422.892017,500.934897,807.471215
5,joint,RShoulder,71.082478,22.509763,27.604162,65.617346,124.993690,138.219255,162.468720,217.494015
5,joint,RElbow,112.375150,50.075523,59.020308,102.727102,181.652315,201.188182,264.029820,419.885132
5,joint,RWrist,150.734803,48.735609,58.663493,141.371272,253.276653,284.125343,424.555298,696.728822
6,action,Directions,78.415115,16.606869,24.465002,65.178100,162.449205,218.417922,333.144849,904.574338
6,joint,RHip,26.952489,6.642180,9.081583,24.696761,49.581430,54.024335,60.305219,72.626744
6,joint,RKnee,45.603124,19.032834,23.800457,40.648083,71.797701,90.227282,134.807381,219.947488
6,joint,RFoot,96.873777,50.126843,59.851475,95.202201,131.890742,146.137074,195.389037,291.228809
6,joint,LHip,26.947718,6.639071,9.087216,24.695076,49.569597,54.014334,60.292244,72.618344
6,joint,LKnee,55.131864,22.381911,27.268198,50.685341,83.567572,113.600864,158.162581,197.200129
6,joint,LFoot,70.090027,30.331789,35.461322,63.447034,108.919328,134.783496,193.921130,478.214372
6,joint,Spine,63.843921,26.040142,31.606856,61.226869,100.539453,112.882444,132.894670,148.072302
6,joint,Thorax,57.068023,13.492983,17.632151,43.591340,118.295260,139.549308,160.861633,187.565361
6,joint,Neck/Nose,70.926114,24.497085,28.499479,57.312863,136.908493,160.543587,180.615739,218.429580
6,joint,Head,82.609474,32.396283,37.452754,61.735820,167.737791,201.642198,229.513335,260.965592
6,joint,LShoulder,81.011023,35.823881,43.801608,76.981230,125.777794,140.561468,162.333390,267.700103
6,joint,LElbow,103.201817,21.399396,35.402197,85.376946,195.492627,225.170548,291.009231,426.177289
6,joint,LWrist,152.417163,48.090068,58.183769,121.914274,317.135545,361.759013,415.213606,698.705789
6,joint,RShoulder,76.700756,32.089341,38.074923,68.872407,127.898304,142.403062,164.360288,198.449155
6,joint,RElbow,112.911584,44.317641,53.701907,99.434806,195.236938,257.438745,328.564263,546.309369
6,joint,RWrist,210.768074,99.990121,123.068253,200.288720,304.632562,356.540975,487.519226,904.574338
7,action,Directions,83.757076,16.619250,23.589587,69.717749,176.971989,228.867240,333.925789,721.759575
7,joint,RHip,24.506320,7.162651,9.585677,22.706161,43.039308,47.612616,54.689688,71.158807
7,joint,RKnee,57.656158,29.277506,34.862884,55.457672,80.739598,95.959078,142.153176,233.155194
7,joint,RFoot,96.961533,51.051571,60.937217,95.410122,133.848468,149.679300,182.896788,305.643031
7,joint,LHip,24.508065,7.161541,9.588209,22.714014,43.042327,47.613018,54.687651,71.162864
7,joint,LKnee,44.229260,16.107510,19.564641,37.786882,76.583009,89.689109,128.388175,178.577126
7,joint,LFoot,83.629208,33.779730,41.220721,79.595050,132.723708,152.430977,195.820392,423.758858
7,joint,Spine,54.172404,22.052280,27.282484,53.642919,80.727287,90.826541,110.353828,124.461419
7,joint,Thorax,58.237202,14.230908,18.445772,47.841212,115.998518,137.597168,157.275899,180.147497
7,joint,Neck/Nose,74.720355,25.748060,30.131690,61.606121,140.112681,166.607059,193.332948,218.972206
7,joint,Head,93.703018,39.131373,44.630721,71.199836,183.925235,222.442446,256.048187,280.445916
7,joint,LShoulder,77.869524,31.575946,42.069071,74.816083,117.172442,133.362463,156.608811,223.642270
7,joint,LElbow,142.139290,58.729948,73.227099,120.314181,255.524632,285.207591,322.156912,477.360067
7,joint,LWrist,211.004564,107.569214,120.471446,173.303375,365.293541,445.466499,520.435039,706.988624
7,joint,RShoulder,82.254987,28.251045,35.594364,78.026027,139.861821,155.977588,178.238639,207.654320
7,joint,RElbow,116.066098,37.177390,45.144429,102.567157,204.866892,230.135722,309.464535,389.449361
7,joint,RWrist,182.212306,71.913742,95.145608,176.513878,267.493543,301.556229,452.740767,721.759575
8,action,Directions,72.114162,16.594637,22.229529,60.939712,146.759233,184.268146,316.346208,798.609674
8,joint,RHip,25.059430,10.151665,12.155392,22.533401,42.358721,46.837159,55.624304,72.723477
8,joint,RKnee,47.696938,19.528146,24.391114,44.111259,72.656399,92.034544,135.216031,214.332098
8,joint,RFoot,106.956924,65.554378,74.010117,103.971177,144.321196,157.614115,194.975496,287.871377
8,joint,LHip,25.056618,10.131277,12.143879,22.528479,42.357205,46.833021,55.631581,72.730466
8,joint,LKnee,44.543744,17.978479,21.795237,38.819021,72.438512,92.512709,129.692962,187.744225
8,joint,LFoot,76.859937,34.393216,40.196599,71.967894,117.516540,141.751836,197.811384,459.228726
8,joint,Spine,47.259131,16.820427,21.109792,46.275269,73.512024,84.304811,104.418848,114.798829
8,joint,Thorax,46.695042,10.169878,14.567045,37.685999,95.122148,113.269828,129.480276,156.381080
8,joint,Neck/Nose,58.883966,23.628731,28.017823,49.128484,107.658015,125.677167,162.115621,179.783030
8,joint,Head,71.944989,29.977199,34.150317,55.083050,143.619875,174.042684,217.287475,237.622958
8,joint,LShoulder,73.702659,38.267157,45.449417,73.887430,101.286210,110.446985,127.520924,229.296681
8,joint,LElbow,107.639118,36.934048,43.999838,89.521558,198.526715,235.348512,284.697929,414.552840
8,joint,LWrist,165.683258,59.190611,72.805136,131.564341,330.295576,381.720735,435.429865,669.025831
